file,size,iter,time,mem
testcases/ref_new/tree_balanced.mls,25,5,10.34,36828
testcases/ref_new/tree_height.mls,22,6,7.84,29660
testcases/ref_new/tree_lastleft.mls,21,4,7.70,18876
testcases/ref_new/tree_notexist.mls,79,9,12.05,128920
testcases/ref_new/tree_sum.mls,28,5,9.66,91112
file,size,iter,time,mem
testcases/ref/bool_always_false.mls,4,0,0.02,14128
testcases/ref/bool_always_true.mls,4,1,0.01,14720
testcases/ref/bool_band.mls,23,3,0.02,16024
testcases/ref/bool_bor.mls,23,4,0.02,16100
testcases/ref/bool_impl.mls,23,3,0.02,16020
testcases/ref/bool_neg.mls,8,2,0.02,15864
testcases/ref/bool_xor.mls,27,4,0.03,16228
testcases/ref/list_append.mls,33,8,0.43,18468
testcases/ref/list_compress.mls,77.15,544292
testcases/ref/list_concat.mls,17,4,0.88,19680
testcases/ref/list_drop.mls,0.03,16256
testcases/ref/list_even_parity.mls,22,6,0.14,18432
testcases/ref/list_filter.mls,0.06,16912
testcases/ref/list_fold.mls,77.72,31700
testcases/ref/list_hd.mls,9,2,0.17,18416
testcases/ref/list_inc.mls,12,2,0.49,19100
testcases/ref/list_last.mls,19,5,0.40,18888
testcases/ref/list_length.mls,12,3,0.30,18516
testcases/ref/list_map.mls,120.01,37500
testcases/ref/list_nth.mls,34,5,0.42,18588
testcases/ref/list_pairwise_swap.mls,0.02,15916
testcases/ref/list_rev_append.mls,0.03,16100
testcases/ref/list_rev_fold.mls,0.06,16860
testcases/ref/list_rev_snoc.mls,0.04,16112
testcases/ref/list_rev_tailcall.mls,33,9,0.44,18532
testcases/ref/list_snoc.mls,36,7,0.47,18684
testcases/ref/list_sort_sorted_insert.mls,16,6,1.31,20284
testcases/ref/list_sorted_insert.mls,69,12,12.56,24356
testcases/ref/list_stutter.mls,21,4,0.38,18960
testcases/ref/list_sum.mls,10,2,0.67,19072
testcases/ref/list_take.mls,38,7,0.42,18464
testcases/ref/list_tl.mls,9,2,0.18,18368
testcases/ref/nat_add.mls,27,6,0.06,16496
testcases/ref/nat_iseven.mls,13,4,0.02,16064
testcases/ref/nat_max.mls,34,7,0.13,17492
testcases/ref/nat_pred.mls,7,2,0.02,15896
testcases/ref/tree_binsert.mls,120.01,20324
testcases/ref/tree_collect_leaves.mls,24,5,5.20,18464
testcases/ref/tree_count_leaves.mls,25,4,5.67,18456
testcases/ref/tree_count_nodes.mls,20,4,5.33,17980
testcases/ref/tree_inorder.mls,24,6,7.65,19108
testcases/ref/tree_map.mls,120.00,48756
testcases/ref/tree_nodes_at_level.mls,43,5,21.99,20420
testcases/ref/tree_postorder.mls,120.01,72420
testcases/ref/tree_preorder.mls,24,5,7.75,19104
